crop_id,companion_species,crop_cycle_max,crop_cycle_min,cropping_system,labour_intensity,level_of_mechanization,product_system,subsystem
8852,"maize, vegetables",210.0,180.0,arable irrigated,,,small scale (manual),inter-cropping
8882,,120.0,21.0,,,,,
8912,,240.0,120.0,,,,"home garden, small scale (manual)",
8917,"cocoa, coffee",365.0,365.0,perennial crops,,,home garden,inter-cropping
8946,,180.0,90.0,,,,,
8951,"Cenchrus ciliaris, Opuntia spp, Panicum maximum",180.0,120.0,perennial crops,,,,inter-cropping
8953,,240.0,100.0,,,,,
8958,,120.0,60.0,,,,,
8965,,240.0,180.0,,,,,
8967,"alfalfa, maize, potato",0.0,0.0,arable irrigated,,,"home garden, small scale (manual)",inter-planting
8970,,240.0,180.0,,,,,
8983,,210.0,180.0,,,,,
8992,,240.0,180.0,,,,,
8995,,0.0,0.0,,,,,
9018,,210.0,150.0,,,,,
9042,,300.0,270.0,,,,,
9044,,365.0,365.0,,,,,
9068,,0.0,0.0,,,,,
9086,,180.0,150.0,perennial crops,,,,
9096,,0.0,0.0,,,,,
9097,,270.0,150.0,perennial crops,low,high,,sole cropping
9138,,0.0,0.0,perennial crops,,,,
9168,,215.0,90.0,,,,,
9213,,365.0,365.0,,,,,
9228,,0.0,0.0,,,,,
9279,,180.0,150.0,perennial crops,,,,
9282,,180.0,150.0,,,,,
9285,,180.0,150.0,,,,"home garden, large scale/commercial",
9287,,150.0,120.0,perennial crops,,,"home garden, small scale (manual)",
9290,,180.0,150.0,,,,,
9291,"coffee, cocoa , banana",365.0,365.0,perennial crops,,,,inter-planting
9292,,365.0,365.0,,,,,
9312,,0.0,0.0,,,,,
9359,,0.0,0.0,,,,home garden,
9373,,150.0,120.0,perennial crops,,,small scale (manual),
9374,,120.0,90.0,,,,,
9419,,0.0,0.0,,,,,
9432,,300.0,270.0,,,,,
9434,,300.0,90.0,,,,,
9441,,270.0,180.0,,,,,
9449,,365.0,365.0,,,,,
9450,,365.0,365.0,,,,,
9468,,0.0,0.0,arable irrigated,,,large scale/commercial,ley cropping
9506,,365.0,365.0,,,,,
9527,,180.0,90.0,,,,,
9528,,180.0,90.0,,,,,
9531,,0.0,0.0,,,,,
9536,,0.0,0.0,,,,,
9545,,180.0,60.0,,,,,
9546,,365.0,150.0,,,,,
9593,,365.0,270.0,,,,,
9621,,330.0,270.0,,,,,
9639,,180.0,80.0,,,,,
9645,,365.0,180.0,,,,,
9712,,170.0,60.0,,,,,
9722,,,,,,,,
9732,,120.0,60.0,arable irrigated,,,large scale/commercial,ley cropping
9747,,,,,,,,
9785,,365.0,365.0,,,,,
9786,,270.0,120.0,,,,,
9787,,180.0,110.0,permanent rainfed,low,high,,ley cropping
9825,,125.0,75.0,,,,"home garden, small scale (manual)",
9863,,210.0,180.0,,,,,
9864,,120.0,90.0,,,,,
9868,,120.0,60.0,,,,,
9878,,100.0,40.0,,,,"home garden, small scale (manual)",
9916,"Chenopodium pallidicaule, barley, oats, Oxalis tuberosa, Ullucus tuberosus",195.0,150.0,arable irrigated,medium,low,small scale (manual),ratoon cropping
9922,,200.0,150.0,,,,small scale (manual),
9941,,0.0,0.0,,,,,
9942,,0.0,0.0,,,,,
10000,,,,,,,,
10015,,365.0,120.0,,,,,
10030,,210.0,150.0,,,,,
10046,,0.0,0.0,,,,,
10126,,365.0,365.0,,,,small scale (manual),
10130,,365.0,365.0,,,,,
10135,,365.0,365.0,,,,,
10207,,365.0,365.0,,,,,
10223,,365.0,365.0,,,,,
10291,,180.0,90.0,,,,,
10307,,270.0,80.0,,,,,
10308,,270.0,240.0,,,,,
10319,,,,,,,,
10370,,270.0,120.0,arable irrigated,,,"home garden, small scale (manual)",
10391,,300.0,240.0,,,,,
10394,,365.0,180.0,,,,,
10458,,300.0,180.0,,,,,
10478,,0.0,0.0,,,,home garden,
10554,,120.0,60.0,,,,,
10579,,180.0,120.0,,,,,
10581,,180.0,120.0,,,,,
10582,,180.0,120.0,permanent rainfed,low,high,large scale/commercial,ley cropping
10591,,180.0,120.0,,,,,
10626,,0.0,0.0,,,,small scale (manual),
10628,,210.0,130.0,,,,,
10631,,0.0,0.0,,,,,
10633,,210.0,130.0,,,,,
10644,,330.0,180.0,,,,,
10679,,0.0,0.0,,,,,
10686,,0.0,0.0,,,,,
10687,,0.0,0.0,,,,,
10700,,180.0,100.0,,,,,
10704,,200.0,160.0,,,,,
10711,,180.0,100.0,,,,,
10714,,0.0,0.0,,,,,
10719,,0.0,0.0,,,,,
10733,,365.0,365.0,,,,,
10734,,365.0,365.0,,,,,
10758,,0.0,0.0,,,,,
10763,,365.0,365.0,,,,,
10808,,150.0,90.0,,,,,
10830,,,,,,,,
10833,,0.0,0.0,,,,,
10834,,150.0,50.0,,,,,
10835,,240.0,60.0,,,,,
10836,,270.0,180.0,,,,,
10862,,2400.0,180.0,,,,"home garden, small scale (manual)",
10874,,365.0,365.0,,,,,
10880,,365.0,365.0,,,,,
10895,,270.0,150.0,,,,,
10900,,270.0,150.0,,,,,
10914,,0.0,0.0,,,,,
10941,,365.0,60.0,,,,,
10967,,365.0,270.0,,,,,
10981,,100.0,65.0,,,,,
10982,,120.0,80.0,,,,,
10994,,200.0,150.0,,,,,
11001,,365.0,365.0,,,,,
11015,,240.0,120.0,,,,,
11029,,210.0,130.0,,,,,
11291,,135.0,21.0,,,,,
11426,,0.0,0.0,,,,,
11661,"Brachiaria decumbens, Imperata cylindrica",0.0,0.0,grazing,low,low,,phase planting
11684,"Brachiaria decumbens, Imperata cylindrica",0.0,0.0,grazing,low,low,,phase planting
11687,Leucaena esculenta,240.0,180.0,perennial crops,low,low,,inter-cropping
11689,,,,,,,,
11750,,0.0,0.0,,,,,
11752,,365.0,365.0,,,,,
12183,,0.0,0.0,,,,,
12396,,0.0,0.0,,,,,
12414,,0.0,0.0,,,,,
12484,,0.0,0.0,,,,,
12493,,120.0,90.0,,,,,
12852,,0.0,0.0,,,,,
13007,,0.0,0.0,,,,,
13402,,0.0,0.0,,,,,
14023,,0.0,0.0,,,,,
14060,,365.0,210.0,perennial crops,,,home garden,
14639,,0.0,0.0,perennial crops,,,small scale (manual),inter-cropping
15772,,0.0,0.0,,,,,
16098,,180.0,120.0,,,,,
16203,,210.0,180.0,,,,"home garden, large scale/commercial",
16595,,0.0,0.0,,,,,
17012,,270.0,180.0,,,,,
17131,,0.0,0.0,,,,,
17152,,0.0,0.0,,,,,
17278,,0.0,0.0,,,,,
17507,,150.0,90.0,,,,,
17633,,0.0,0.0,,,,,
17643,,0.0,0.0,,,,,
17644,,365.0,270.0,,,,,
17645,,365.0,300.0,perennial crops,,,,
17646,,365.0,365.0,,,,,
17650,,70.0,30.0,,,,,
17651,,80.0,40.0,,,,,
17656,,365.0,90.0,,,,,
17664,,0.0,0.0,,,,,
17797,,270.0,120.0,,,,,
17836,,0.0,0.0,,,,,
18201,,0.0,0.0,,,,,
18215,,0.0,0.0,,,,,
18325,,0.0,0.0,,,,,
30805,,365.0,365.0,,,,,
31703,,0.0,0.0,,,,,
32427,,365.0,365.0,,,,,
38122,"coffee, banana",365.0,365.0,perennial crops,,,,inter-culture
38133,,240.0,120.0,,,,,
42696,,0.0,0.0,,,,,
45286,,365.0,365.0,,,,,
45894,,365.0,365.0,,,,small scale (manual),
46753,,365.0,365.0,,,,,
47139,,365.0,365.0,,,,,
48742,,,,,,,,
48747,,300.0,90.0,permanent rainfed,,,,ley cropping
49181,,0.0,0.0,perennial crops,,,large scale/commercial,sole cropping
49211,,0.0,0.0,,,,,
49984,,0.0,0.0,,,,,
49985,,0.0,0.0,,,,,
49987,,0.0,0.0,,,,,
50045,,0.0,0.0,,,,,
75000,,0.0,0.0,,,,,
75061,,0.0,0.0,,,,,
76733,,0.0,0.0,,,,,
83541,,150.0,70.0,,,,,
127526,,0.0,0.0,,,,,
148253,,0.0,0.0,,,,,
148964,,180.0,150.0,,,,,
148966,,240.0,180.0,,,,,
148967,,,,,,,,
148974,,0.0,0.0,,,,,
149006,,0.0,0.0,,,,,
197703,,0.0,0.0,,,,,
198033,,0.0,0.0,,,,,
202719,,0.0,0.0,permanent rainfed,low,low,,fallow
205644,,365.0,140.0,,,,,
220867,,0.0,0.0,,,,,
225371,,210.0,130.0,,,,,
236039,,240.0,180.0,,,,,
238002,,170.0,80.0,,,,,
238663,,365.0,65.0,,,,,
243766,,365.0,365.0,,,,,
355153,,365.0,365.0,,,,,
363339,,0.0,0.0,,,,,
367215,,0.0,0.0,,,,,
372231,"Heteropogon contortus, Themeda triandra, Cenchrus ciliaris",210.0,90.0,grazing,low,low,,phase planting
372262,"Musa sp., Leucaena sp., Gliricidia sp.",0.0,0.0,perennial crops,medium,medium,small scale (manual),inter-cropping
400004,,0.0,0.0,,,,,
367,,120.0,90.0,,,,"home garden, large scale/commercial",
520,,365.0,150.0,,,,,
550,,180.0,120.0,,,,,
702,,365.0,300.0,,,,,
754,,330.0,120.0,,,,,
828,,300.0,270.0,,,,small scale (manual),
841,,365.0,120.0,,,,home garden,
984,,365.0,240.0,,,,large scale/commercial,
1333,,180.0,120.0,,,,,
1448,,365.0,120.0,arable irrigated,,,,
1514,,365.0,365.0,,,,,
1661,,365.0,70.0,,,,"home garden, large scale/commercial",
1714,,270.0,180.0,,,,,
1763,,365.0,180.0,,,,,
2104,,,,,,,,
2119,,0.0,0.0,,,,,
2131,,300.0,180.0,,,,small scale (manual),
2177,,365.0,270.0,arable irrigated,,,,ratoon cropping
2369,,300.0,180.0,arable irrigated,low,low,home garden,ley cropping
2411,,365.0,90.0,,,,,
2441,,200.0,100.0,,,,,
2462,,365.0,300.0,,,,,
2762,,0.0,0.0,,,,,
2779,,365.0,90.0,,,,,
3010,,0.0,0.0,,,,,
3036,,150.0,120.0,,,,small scale (manual),
3048,,365.0,365.0,,,,,
3054,,365.0,90.0,,,,,
3389,,180.0,150.0,,,,home garden,
3390,,0.0,0.0,,,,,
3402,,210.0,120.0,,,,,
3415,,0.0,0.0,,,,,
3585,,0.0,0.0,arable irrigated,,,small scale (manual),wet-rice system
3944,,0.0,0.0,,,,,
3989,,240.0,180.0,,,,,
4006,,365.0,180.0,,,,,
4040,,180.0,120.0,,,,,
4061,,0.0,0.0,,,,,
4177,,150.0,120.0,,,,,
4178,,150.0,120.0,,,,,
4183,,210.0,150.0,,,,,
4531,,0.0,0.0,,,,home garden,
4567,,330.0,300.0,,,,,
4568,,325.0,250.0,,,,,
4570,,365.0,330.0,,,,,
4700,,210.0,70.0,,,,,
4962,,210.0,180.0,arable irrigated,,,"home garden, small scale (manual)",
5043,,110.0,60.0,,,,,
6095,,0.0,0.0,,,,,
6404,,0.0,0.0,,,,,
6467,"carrots, potatoes",150.0,90.0,arable irrigated,,,small scale (manual),inter-cropping
6468,,150.0,120.0,,,,,
6852,,220.0,180.0,,,,,
6860,,0.0,0.0,,,,,
7172,,365.0,180.0,,,,,
7258,,240.0,150.0,permanent rainfed,low,high,large scale/commercial,sole cropping
7338,,0.0,0.0,,,,,
7542,,180.0,90.0,,,,,
7707,,180.0,120.0,,,,,
7745,,365.0,365.0,,,,,
7846,,300.0,150.0,,,,,
7895,,365.0,365.0,,,,,
7896,,365.0,365.0,,,,,
7900,,150.0,120.0,,,,,
7987,,150.0,100.0,,,,,
8037,,300.0,40.0,arable irrigated,high,low,home garden,sole cropping
8120,,120.0,90.0,,,,,
8174,,0.0,0.0,,,,,
8403,,0.0,0.0,,,,"home garden, small scale (manual)",
8452,,150.0,80.0,arable irrigated,,,"home garden, small scale (manual)",sole cropping
8594,,365.0,150.0,,,,,
8595,,150.0,120.0,,,,"home garden, large scale/commercial",
8596,,0.0,0.0,,,,,
8642,,0.0,0.0,,,,,
8674,,0.0,0.0,,,,,
8690,,0.0,0.0,,,,small scale (manual),
8853,,0.0,0.0,,,,home garden,
8944,,365.0,365.0,,,,,
9185,,365.0,240.0,,,,,
9297,,240.0,120.0,,,,,
9326,,270.0,120.0,,,,"home garden, large scale/commercial",
9398,,0.0,0.0,,,,,
9421,,365.0,150.0,,,,,
9516,,180.0,150.0,,,,,
9535,,120.0,90.0,,,,,
9582,,160.0,100.0,,,,"home garden, large scale/commercial",
9584,,270.0,210.0,,,,,
9856,,365.0,150.0,,,,,
10081,,365.0,365.0,,,,,
10084,,270.0,55.0,,,,,
10284,,0.0,0.0,,,,home garden,
10373,,365.0,365.0,,,,,
10379,,0.0,0.0,,,,,
10386,,300.0,240.0,,,,,
10432,,180.0,120.0,,,,,
10473,,180.0,150.0,,,,,
11281,,0.0,0.0,,,,,
12347,,0.0,0.0,,,,,
13746,,0.0,0.0,,,,,
18352,,365.0,150.0,,,,home garden,
49189,,0.0,0.0,,,,,
49212,,0.0,0.0,,,,,
50047,,0.0,0.0,,,,,
50472,,0.0,0.0,,,,,
248815,,365.0,365.0,,,,,
291,,0.0,0.0,,,,,
297,,240.0,60.0,,,,,
349,,300.0,180.0,,,,,
379,,365.0,300.0,,,,,
634,,365.0,210.0,,,,,
646,,270.0,100.0,,,,,
652,,365.0,180.0,,,,"home garden, large scale/commercial",
656,,300.0,240.0,,,,,
697,,365.0,365.0,perennial crops,,,,
699,,300.0,270.0,perennial crops,,,,
801,"tobacco, vegetables, dry grains, rice, maize, cotton, sugarcane, pineapples, coffee, orchard crops",160.0,60.0,permanent rainfed,,,,inter-cropping
848,"Lathyrus sativus,  lespedeza sp., white clover, Stylosanthes humilis",180.0,150.0,grazing,,,,inter-cropping
870,,0.0,0.0,semi-permanent,,low,"home garden, small scale (manual)",
880,,365.0,180.0,,,,,
952,,300.0,125.0,,,,,
1012,,365.0,180.0,,,,,
1017,maize,365.0,180.0,permanent rainfed,,,,inter-cropping
1023,,330.0,240.0,,,,,
1104,,,,,,,,
1146,,240.0,180.0,perennial crops,,,,
1191,,200.0,70.0,permanent rainfed,low,high,large scale/commercial,sole cropping
1205,,365.0,365.0,,,,,
1263,,300.0,240.0,,,,,
1297,,365.0,365.0,,,,,
1334,,365.0,100.0,,,,,
1430,,365.0,240.0,,,,,
1431,,365.0,210.0,,,,,
1433,,330.0,210.0,,,,,
1524,,365.0,300.0,,,,,
1531,,0.0,0.0,,,,,
1710,,365.0,270.0,,,,,
1713,,365.0,300.0,,,,,
1732,,0.0,0.0,,,,,
1733,,0.0,0.0,,,,,
1781,,365.0,365.0,,,,,
1848,,330.0,210.0,,,,,
1849,,365.0,365.0,,,,,
2023,,330.0,240.0,,,,,
2052,,0.0,0.0,perennial crops,,,home garden,
2054,soya bean,270.0,180.0,perennial crops,,,,inter-culture
2059,,365.0,180.0,permanent rainfed,medium,medium,,sole cropping
2078,,0.0,0.0,,,,,
2087,,0.0,0.0,,,,,
2368,,180.0,90.0,permanent rainfed,,,"home garden, large scale/commercial",ley cropping
2412,,240.0,120.0,permanent rainfed,,,"home garden, large scale/commercial",ley cropping
2526,,210.0,90.0,,,,,
2550,,0.0,0.0,,,,large scale/commercial,
2582,grasses,0.0,0.0,grazing,low,low,,phase planting
2593,,270.0,180.0,,,,,
2639,,0.0,0.0,,,,,
2667,,180.0,90.0,,,,,
2737,,0.0,0.0,,,,home garden,
2744,,0.0,0.0,,,,home garden,
2761,,0.0,0.0,,,,,
2763,,0.0,0.0,,,,,
2777,,0.0,0.0,,,,,
2823,,0.0,0.0,,,,"home garden, small scale (manual), protected cultivation",
2829,,0.0,0.0,,,,,
2877,,300.0,240.0,,,,,
2914,,0.0,0.0,,,,,
2943,,210.0,120.0,,,,home garden,
2944,,300.0,120.0,,,,,
3021,,0.0,0.0,,,,,
3031,,0.0,0.0,,,,home garden,
3032,,365.0,180.0,,,,,
3039,,180.0,120.0,,,,,
3066,,0.0,0.0,,,,,
3187,,0.0,0.0,,,,,
3217,,0.0,0.0,,,,,
3254,,270.0,180.0,perennial crops,low,high,large scale/commercial,ley cropping
3259,,365.0,300.0,,,,,
3260,,365.0,365.0,,,,,
3265,,95.0,60.0,,,,,
3270,,240.0,120.0,,,,,
3302,,0.0,0.0,,,,,
3304,,0.0,0.0,,,,home garden,
3385,,0.0,0.0,,,,,
3391,,180.0,120.0,,,,,
3392,,,,,,,,
3466,,180.0,120.0,,,,,
3487,,0.0,0.0,,,,,
3504,,300.0,240.0,,,,,
3558,,0.0,0.0,,,,,
3581,,210.0,150.0,,,,,
3635,,330.0,270.0,,,,,
3670,,0.0,0.0,perennial crops,,,home garden,
3742,,0.0,0.0,,,,,
3750,,300.0,240.0,,,,small scale (manual),
3783,,320.0,240.0,,,,,
3837,,365.0,365.0,,,,,
3986,,300.0,240.0,,,,,
4004,,365.0,180.0,,,,,
4023,,365.0,365.0,,,,,
4033,,365.0,365.0,,,,,
4074,,365.0,365.0,,,,,
4076,,365.0,365.0,,,,,
4079,,0.0,0.0,,,,,
4127,,170.0,90.0,permanent rainfed,,,,sole cropping
4164,,0.0,0.0,,,,,
4198,,365.0,365.0,perennial crops,low,high,large scale/commercial,
4238,,365.0,365.0,,,,large scale/commercial,
4280,,,,,,,,
4349,,0.0,0.0,,,,,
4400,,0.0,0.0,,,,,
4434,,365.0,300.0,,,,,
4479,,0.0,0.0,,,,"home garden, small scale (manual)",
4480,,0.0,0.0,,,,,
4510,,365.0,270.0,,,,,
4548,,330.0,240.0,perennial crops,,,,
4563,,365.0,365.0,,,,,
4565,,365.0,365.0,perennial crops,,,,
4676,,0.0,0.0,,,,,
4730,,300.0,240.0,,,,,
4759,,180.0,120.0,,,,,
4780,,365.0,365.0,,,,,
4782,,210.0,90.0,,,,,
4815,,0.0,0.0,,,,,
4816,,330.0,210.0,,,,,
4824,,0.0,0.0,,,,,
4825,,0.0,0.0,,,,,
5050,,0.0,0.0,,,,,
5071,,0.0,0.0,,,,,
5147,,0.0,0.0,,,,,
5199,,0.0,0.0,,,,,
5250,,330.0,270.0,,,,,
5320,,210.0,100.0,,,,,
5321,,0.0,0.0,,,,,
5322,,180.0,150.0,,,,,
5374,,300.0,270.0,,,,,
5498,,330.0,300.0,,,,,
5499,,300.0,240.0,,,,,
5500,,300.0,240.0,,,,,
5502,,330.0,270.0,,,,,
5523,,300.0,125.0,,,,,
5554,,0.0,0.0,,,,,
5571,,330.0,270.0,,,,,
5591,,0.0,0.0,,,,,
5701,,365.0,365.0,,,,,
5738,,280.0,120.0,,,,,
5803,,365.0,365.0,,,,,
5842,"maize, sorghum",365.0,180.0,permanent rainfed,,,,inter-cropping
5861,,300.0,150.0,,,,,
5996,,330.0,215.0,,,,,
6029,,0.0,0.0,,,,,
6077,,365.0,365.0,,,,,
6113,,365.0,180.0,,,,,
6266,,365.0,180.0,,,,,
6271,,0.0,0.0,perennial crops,,,large scale/commercial,
6304,,0.0,0.0,,,,,
6416,,0.0,0.0,,,,,
6493,,210.0,190.0,,,,,
6558,,365.0,365.0,,,,,
6559,,365.0,365.0,,,,,
6597,,180.0,120.0,,,,,
6615,,0.0,0.0,,,,,
6623,,365.0,365.0,,,,,
6625,,0.0,0.0,,,,,
6718,,0.0,0.0,,,,,
6784,,365.0,365.0,,,,,
6820,,0.0,0.0,,,,,
6831,,0.0,0.0,,,,"home garden, small scale (manual), large scale/commercial",
6869,maize,300.0,210.0,perennial crops,,,,inter-cropping
6882,,365.0,90.0,,,,,
6952,,0.0,0.0,,,,,
6983,,240.0,180.0,,,,,
7032,,330.0,180.0,,,,,
7033,,0.0,0.0,,,,,
7037,,365.0,210.0,,,,,
7058,,210.0,150.0,,,,,
7089,,0.0,0.0,,,,,
7098,,330.0,210.0,,,,,
7149,,180.0,100.0,,,,,
7174,,365.0,180.0,,,,home garden,
7175,,365.0,210.0,,,,,
7177,,365.0,210.0,,,,,
7302,,0.0,0.0,,,,,
7304,,0.0,0.0,,,,,
7336,,180.0,80.0,,,,,
7343,,210.0,180.0,,,,,
7383,,0.0,0.0,,,,,
7410,,270.0,90.0,,,,,
7533,,365.0,300.0,,,,,
7548,,365.0,180.0,,,,,
7563,,0.0,0.0,,,,,
7670,,330.0,270.0,,,,,
7681,,270.0,210.0,,,,,
7682,,300.0,140.0,,,,,
7691,,210.0,100.0,,,,,
7704,,0.0,0.0,,,,,
7770,,365.0,365.0,,,,,
7898,,330.0,180.0,,,,,
8047,,0.0,0.0,,,,,
8059,,365.0,365.0,,,,,
8156,,0.0,0.0,,,,,
8227,,0.0,0.0,,,,,
8230,,330.0,240.0,,,,,
8292,,180.0,150.0,,,,,
8390,,300.0,210.0,perennial crops,,,home garden,
8410,,240.0,180.0,,,,,
8473,,330.0,140.0,,,,,
8571,,0.0,0.0,perennial crops,,,,
8588,,0.0,0.0,,,,,
8658,,210.0,150.0,permanent rainfed,,,large scale/commercial,ley cropping
8709,,0.0,0.0,perennial crops,medium,low,home garden,inter-planting
8737,,0.0,0.0,,,,,
8738,,0.0,0.0,,,,,
8739,,0.0,0.0,,,,,
8744,,0.0,0.0,,,,,
8815,,0.0,0.0,,,,home garden,
8819,,0.0,0.0,,,,,
8866,,240.0,120.0,,,,,
8894,,0.0,0.0,,,,,
8933,,0.0,0.0,,,,home garden,
8947,,210.0,70.0,,,,,
8980,,0.0,0.0,,,,"home garden, large scale/commercial",
9041,,365.0,365.0,,,,,
9043,,270.0,240.0,,,,,
9049,,270.0,240.0,,,,,
9149,,0.0,0.0,,,,home garden,
9344,,0.0,0.0,,,,"home garden, small scale (manual)",
9537,,0.0,0.0,,,,,
9551,,0.0,0.0,,,,,
9559,,0.0,0.0,,,,,
9691,,0.0,0.0,,,,,
9702,,365.0,365.0,,,,home garden,
9784,,140.0,110.0,permanent rainfed,,,large scale/commercial,ley cropping
9797,,0.0,0.0,,,,,
9804,,0.0,0.0,,,,,
9848,,0.0,0.0,,,,,
9979,,365.0,270.0,,,,,
9984,,210.0,120.0,,,,,
10032,,0.0,0.0,,,,,
10144,,300.0,240.0,,,,,
10278,,0.0,0.0,,,,,
10299,,0.0,0.0,,,,,
10321,,365.0,240.0,,,,,
10327,,240.0,150.0,,,,,
10446,,0.0,0.0,,,,,
10449,,0.0,0.0,,,,,
10525,,180.0,120.0,,,,,
10624,,0.0,0.0,,,,,
10655,,0.0,0.0,,,,,
10663,,365.0,365.0,,,,,
10741,,330.0,300.0,,,,,
10746,,270.0,100.0,,,,,
10747,,0.0,0.0,,,,,
10753,,0.0,0.0,,,,,
10841,,0.0,0.0,,,,"home garden, small scale (manual)",
10850,,0.0,0.0,,,,,
10853,,0.0,0.0,,,,,
10860,,0.0,0.0,,,,,
10870,,0.0,0.0,,,,,
10884,,0.0,0.0,,,,home garden,
10885,,240.0,180.0,,,,,
10920,,190.0,150.0,permanent rainfed,medium,medium,intermediate (animal drawn),ley cropping
10954,,365.0,330.0,,,,,
10955,,365.0,300.0,,,,,
10956,,365.0,300.0,,,,,
11059,,0.0,0.0,,,,,
11324,,180.0,120.0,,,,small scale (manual),
11641,,365.0,365.0,,,,,
11776,,365.0,365.0,,,,,
11848,grasses,0.0,0.0,grazing,low,low,,phase planting
12184,,0.0,0.0,perennial crops,,,,
12200,,0.0,0.0,,,,,
12320,,0.0,0.0,,,,,
12381,,0.0,0.0,,,,home garden,
12393,,0.0,0.0,,,,,
12445,,0.0,0.0,,,,,
12500,,0.0,0.0,,,,,
13538,,0.0,0.0,,,,,
13775,,0.0,0.0,,,,home garden,
14047,,180.0,150.0,,,,,
14054,,365.0,150.0,perennial crops,,,,
14068,,0.0,0.0,,,,,
15430,,0.0,0.0,,,,,
15579,,0.0,0.0,,,,,
15774,,0.0,0.0,,,,,
15820,,365.0,365.0,,,,,
15851,,200.0,120.0,,,,,
16100,"soya beans, sugarcane, wheat, maize, potatoes, mustard, lentils, fodder crops, aromatic herbs, lemon grass",330.0,240.0,perennial crops,,,,inter-culture
16152,,0.0,0.0,,,,,
16538,,0.0,0.0,,,,,
16717,,0.0,0.0,,,,,
16985,,0.0,0.0,,,,,
17162,,365.0,300.0,,,,,
17405,,0.0,0.0,arable irrigated,,,"home garden, large scale/commercial",ley cropping
17435,,0.0,0.0,,,,,
17657,,365.0,365.0,,,,,
17660,,0.0,0.0,,,,,
17895,,0.0,0.0,,,,,
18072,,0.0,0.0,,,,,
28399,,365.0,365.0,,,,,
30919,,0.0,0.0,,,,,
33121,,0.0,0.0,,,,,
38279,,365.0,365.0,,,,,
42707,,365.0,365.0,,,,,
42760,,365.0,300.0,,,,,
44088,,0.0,0.0,,,,,
45195,,365.0,365.0,,,,,
45598,,365.0,365.0,,,,,
47120,,0.0,0.0,,,,,
49188,,0.0,0.0,,,,,
49210,,0.0,0.0,,,,,
49976,,0.0,0.0,,,,,
49977,,0.0,0.0,,,,,
49978,,0.0,0.0,,,,,
49979,,0.0,0.0,,,,,
49980,,0.0,0.0,,,,,
49981,,0.0,0.0,,,,,
49982,,0.0,0.0,,,,home garden,
49986,,0.0,0.0,,,,,
49988,,0.0,0.0,,,,,
50038,,0.0,0.0,,,,,
50039,,0.0,0.0,,,,home garden,
50040,,0.0,0.0,,,,,
50041,,0.0,0.0,,,,,
50042,,0.0,0.0,,,,,
50043,,0.0,0.0,,,,home garden,
50044,,0.0,0.0,,,,,
50048,,0.0,0.0,,,,,
50471,,0.0,0.0,,,,,
74962,,240.0,180.0,,,,,
74983,,0.0,0.0,,,,,
75002,,0.0,0.0,,,,,
77301,,365.0,365.0,,,,,
77795,,365.0,365.0,,,,,
83552,,365.0,365.0,,,,,
127113,,0.0,0.0,,,,,
148275,,0.0,0.0,,,,"home garden, large scale/commercial",
197937,,300.0,160.0,,,,,
198891,,0.0,0.0,,,,,
199708,,0.0,0.0,,,,,
199890,,0.0,0.0,,,,,
218100,,365.0,365.0,,,,,
230348,,0.0,0.0,,,,home garden,
238780,,0.0,0.0,,,,,
248814,,365.0,365.0,,,,,
248817,,365.0,365.0,,,,,
305323,"ginger, turmeric, colocasia, lentils, toria",365.0,365.0,perennial crops,,,,inter-culture
305324,,365.0,365.0,,,,,
305325,"banana, coffee, cocoa",365.0,365.0,perennial crops,,,,inter-planting
355150,"bananas, coffee, cocoa",365.0,365.0,perennial crops,,,,inter-culture
355151,coffee,365.0,365.0,perennial crops,,,,inter-planting
355154,,365.0,365.0,,,,,
355155,,365.0,365.0,,,,,
372263,"Axonopus affinis, Bothriochloa pertusa, Cynodon dactylon, Paspalum dilatatum, Pennisetum clandestinum, Lotus uliginosus, Trifolium repens,  Trifolium semipilosum",0.0,0.0,grazing,low,low,"small scale (manual), large scale/commercial",phase planting
